시군구,단지명,전용면적(㎡),계약년월,계약일,계약날짜,층,건축나이,거래건수,기준금리,법정동코드,지하철역수,거래금액(만원)
광주광역시 광산구 도산동,대덕1,31.59,202307,27,2023-07-27,8,33,19,3.5,2920010200,1,5500
광주광역시 광산구 도산동,대덕1,39.15,202307,28,2023-07-28,7,33,19,3.5,2920010200,1,7200
광주광역시 광산구 도산동,대주피오레1차,84.98,202307,5,2023-07-05,4,23,19,3.5,2920010200,1,23250
광주광역시 광산구 도산동,서경,59.79,202307,13,2023-07-13,11,25,19,3.5,2920010200,1,14200
광주광역시 광산구 도산동,서라,59.31,202307,13,2023-07-13,12,26,19,3.5,2920010200,1,12300
광주광역시 광산구 도산동,송정우방아이유쉘아파트,70.9225,202307,8,2023-07-08,12,4,19,3.5,2920010200,1,31500
광주광역시 광산구 도산동,송정우방아이유쉘아파트,84.9538,202307,21,2023-07-21,12,4,19,3.5,2920010200,1,43000
광주광역시 광산구 도산동,우방아이유쉘,59.7926,202307,8,2023-07-08,10,7,19,3.5,2920010200,1,22700
광주광역시 광산구 도산동,우방아이유쉘,59.8407,202307,23,2023-07-23,10,7,19,3.5,2920010200,1,23000
광주광역시 광산구 도산동,우방아이유쉘,59.5443,202307,27,2023-07-27,3,7,19,3.5,2920010200,1,22000
광주광역시 광산구 도산동,우방아이유쉘,79.6397,202307,28,2023-07-28,12,7,19,3.5,2920010200,1,30900
광주광역시 광산구 도산동,우방아이유쉘,79.6397,202307,28,2023-07-28,12,7,19,3.5,2920010200,1,30900
광주광역시 광산구 도산동,우방아이유쉘,79.6397,202307,29,2023-07-29,7,7,19,3.5,2920010200,1,29300
광주광역시 광산구 도산동,카이스트빌1차,34.0522,202307,31,2023-07-31,9,21,19,3.5,2920010200,1,8600
광주광역시 광산구 도산동,호반1,59.95,202307,8,2023-07-08,2,28,19,3.5,2920010200,1,10000
광주광역시 광산구 도산동,호반1,59.95,202307,18,2023-07-18,12,28,19,3.5,2920010200,1,13000
광주광역시 광산구 도산동,호반2차,59.95,202307,12,2023-07-12,5,25,19,3.5,2920010200,1,13000
광주광역시 광산구 도산동,호반2차,59.95,202307,15,2023-07-15,2,25,19,3.5,2920010200,1,13000
광주광역시 광산구 도산동,호반2차,59.95,202307,28,2023-07-28,8,25,19,3.5,2920010200,1,14300
광주광역시 광산구 도천동,중흥1차,59.94,202307,5,2023-07-05,1,28,2,3.5,2920011300,0,8800
광주광역시 광산구 도천동,중흥2차,59.76,202307,15,2023-07-15,15,28,2,3.5,2920011300,0,9400
광주광역시 광산구 비아동,호반,59.88,202307,26,2023-07-26,3,25,1,3.5,2920011200,0,12500
광주광역시 광산구 산월동,부영1차,84.9763,202307,11,2023-07-11,1,20,17,3.5,2920011700,0,25100
광주광역시 광산구 산월동,부영1차,84.9763,202307,26,2023-07-26,2,20,17,3.5,2920011700,0,26500
광주광역시 광산구 산월동,부영2차,84.7886,202307,1,2023-07-01,11,19,17,3.5,2920011700,0,27000
광주광역시 광산구 산월동,부영2차,84.7886,202307,13,2023-07-13,10,19,17,3.5,2920011700,0,26000
광주광역시 광산구 산월동,부영2차,84.7886,202307,21,2023-07-21,13,19,17,3.5,2920011700,0,25500
광주광역시 광산구 산월동,부영3,84.7886,202307,19,2023-07-19,12,18,17,3.5,2920011700,0,26400
광주광역시 광산구 산월동,부영그린타운,84.8512,202307,17,2023-07-17,6,18,17,3.5,2920011700,0,31000
광주광역시 광산구 산월동,부영그린타운,84.8512,202307,23,2023-07-23,14,18,17,3.5,2920011700,0,30500
광주광역시 광산구 산월동,부영사랑으로7차,84.9931,202307,18,2023-07-18,3,16,17,3.5,2920011700,0,30800
광주광역시 광산구 산월동,첨단부영6차,84.9931,202307,8,2023-07-08,1,17,17,3.5,2920011700,0,29500
광주광역시 광산구 산월동,호반리젠시빌1,84.3979,202307,14,2023-07-14,15,20,17,3.5,2920011700,0,24000
광주광역시 광산구 산월동,호반리젠시빌2,84.3979,202307,18,2023-07-18,5,20,17,3.5,2920011700,0,29000
광주광역시 광산구 산월동,호반리젠시빌3,84.3979,202307,13,2023-07-13,1,20,17,3.5,2920011700,0,26000
광주광역시 광산구 산월동,호반리젠시빌3,72.504,202307,17,2023-07-17,9,20,17,3.5,2920011700,0,27000
광주광역시 광산구 산월동,호반리젠시빌3,72.504,202307,28,2023-07-28,10,20,17,3.5,2920011700,0,30100
광주광역시 광산구 산월동,호반리젠시빌4,83.7154,202307,4,2023-07-04,3,20,17,3.5,2920011700,0,28700
광주광역시 광산구 산월동,호반리젠시빌4,83.7154,202307,27,2023-07-27,15,20,17,3.5,2920011700,0,34400
광주광역시 광산구 산정동,다사로움2단지,59.9538,202307,5,2023-07-05,11,14,19,3.5,2920012700,0,20900
광주광역시 광산구 산정동,다사로움2단지,59.9538,202307,12,2023-07-12,14,14,19,3.5,2920012700,0,19500
광주광역시 광산구 산정동,다사로움2단지,59.9451,202307,21,2023-07-21,13,14,19,3.5,2920012700,0,20200
광주광역시 광산구 산정동,다사로움2단지,59.9368,202307,22,2023-07-22,8,14,19,3.5,2920012700,0,23000
광주광역시 광산구 산정동,부영애시앙1차(산정셀트리움),84.8198,202307,4,2023-07-04,10,15,19,3.5,2920012700,0,30000
광주광역시 광산구 산정동,부영애시앙1차(산정셀트리움),84.8198,202307,12,2023-07-12,12,15,19,3.5,2920012700,0,27000
광주광역시 광산구 산정동,부영애시앙1차(산정셀트리움),84.8198,202307,19,2023-07-19,16,15,19,3.5,2920012700,0,30000
광주광역시 광산구 산정동,부영애시앙1차(산정셀트리움),84.8198,202307,19,2023-07-19,15,15,19,3.5,2920012700,0,28000
광주광역시 광산구 산정동,부영애시앙2차,84.8198,202307,5,2023-07-05,13,15,19,3.5,2920012700,0,27000
광주광역시 광산구 산정동,부영애시앙2차,84.8198,202307,19,2023-07-19,20,15,19,3.5,2920012700,0,32000
광주광역시 광산구 산정동,부영애시앙2차,84.8198,202307,21,2023-07-21,11,15,19,3.5,2920012700,0,28900
광주광역시 광산구 산정동,부영애시앙2차,84.8198,202307,22,2023-07-22,13,15,19,3.5,2920012700,0,32500
광주광역시 광산구 산정동,부영애시앙2차,84.8198,202307,25,2023-07-25,19,15,19,3.5,2920012700,0,27900
광주광역시 광산구 산정동,어등산대방노블랜드,155.494,202307,15,2023-07-15,3,10,19,3.5,2920012700,0,74500
광주광역시 광산구 산정동,태양,32.28,202307,17,2023-07-17,9,35,19,3.5,2920012700,0,6000
광주광역시 광산구 산정동,태양,32.28,202307,18,2023-07-18,9,35,19,3.5,2920012700,0,5900
광주광역시 광산구 산정동,태양,32.28,202307,27,2023-07-27,7,35,19,3.5,2920012700,0,6300
광주광역시 광산구 산정동,하남2지구중흥S-클래스,84.9924,202307,1,2023-07-01,19,10,19,3.5,2920012700,0,42700
광주광역시 광산구 산정동,하남2지구중흥S-클래스,84.9933,202307,11,2023-07-11,3,10,19,3.5,2920012700,0,41500
광주광역시 광산구 선암동,광주선운지구이지더원3단지,72.6814,202307,20,2023-07-20,22,7,6,3.5,2920010700,0,38200
광주광역시 광산구 선암동,광주선운지구이지더원3단지,72.6814,202307,26,2023-07-26,11,7,6,3.5,2920010700,0,37000
광주광역시 광산구 선암동,선운지구다사로움,84.8497,202307,3,2023-07-03,11,8,6,3.5,2920010700,0,30000
광주광역시 광산구 선암동,선운지구다사로움,49.7426,202307,22,2023-07-22,14,8,6,3.5,2920010700,0,23000
광주광역시 광산구 선암동,선운지구해광샹그릴라,82.4746,202307,11,2023-07-11,13,9,6,3.5,2920010700,0,29000
광주광역시 광산구 선암동,선운지구해광샹그릴라,82.2457,202307,18,2023-07-18,11,9,6,3.5,2920010700,0,40000
광주광역시 광산구 소촌동,EG스위트밸리2차,84.9831,202307,12,2023-07-12,3,22,17,3.5,2920010800,0,20500
광주광역시 광산구 소촌동,모아드림타운1차,36.3544,202307,1,2023-07-01,7,23,17,3.5,2920010800,0,8300
광주광역시 광산구 소촌동,모아드림타운1차,59.3556,202307,7,2023-07-07,3,23,17,3.5,2920010800,0,17900
광주광역시 광산구 소촌동,모아드림타운1차,36.3544,202307,11,2023-07-11,10,23,17,3.5,2920010800,0,8500
광주광역시 광산구 소촌동,모아드림타운2차,59.713,202307,6,2023-07-06,11,22,17,3.5,2920010800,0,15800
광주광역시 광산구 소촌동,모아드림타운2차,59.7128,202307,10,2023-07-10,9,22,17,3.5,2920010800,0,16000
광주광역시 광산구 소촌동,모아드림타운2차,59.7128,202307,13,2023-07-13,6,22,17,3.5,2920010800,0,15900
광주광역시 광산구 소촌동,보양맨션,59.58,202307,1,2023-07-01,3,35,17,3.5,2920010800,0,9050
광주광역시 광산구 소촌동,보양맨션,61.56,202307,3,2023-07-03,2,35,17,3.5,2920010800,0,8000
광주광역시 광산구 소촌동,삼라,59.94,202307,8,2023-07-08,14,26,17,3.5,2920010800,0,12400
광주광역시 광산구 소촌동,삼라,59.94,202307,26,2023-07-26,1,26,17,3.5,2920010800,0,36000
광주광역시 광산구 소촌동,서라3,59.985,202307,5,2023-07-05,4,25,17,3.5,2920010800,0,10200
광주광역시 광산구 소촌동,서라3,59.7,202307,14,2023-07-14,2,25,17,3.5,2920010800,0,9500
광주광역시 광산구 소촌동,소촌동대성베르힐,84.931,202307,18,2023-07-18,12,12,17,3.5,2920010800,0,28500
광주광역시 광산구 소촌동,송광파크맨션3,59.94,202307,10,2023-07-10,6,28,17,3.5,2920010800,0,11500
광주광역시 광산구 소촌동,온세계아이조움,84.7449,202307,4,2023-07-04,15,21,17,3.5,2920010800,0,22500
광주광역시 광산구 소촌동,힐스테이트광산,84.9216,202307,12,2023-07-12,8,1,17,3.5,2920010800,0,46000
광주광역시 광산구 송정동,광신프로그레스,114.8356,202307,1,2023-07-01,9,16,17,3.5,2920010100,2,43000
광주광역시 광산구 송정동,광신프로그레스,84.898,202307,17,2023-07-17,14,16,17,3.5,2920010100,2,39000
광주광역시 광산구 송정동,대천,58.95,202307,5,2023-07-05,4,39,17,3.5,2920010100,2,9500
광주광역시 광산구 송정동,대화,59.91,202307,5,2023-07-05,11,25,17,3.5,2920010100,2,11700
광주광역시 광산구 송정동,대화,59.91,202307,15,2023-07-15,3,25,17,3.5,2920010100,2,11000
광주광역시 광산구 송정동,라인1,59.91,202307,10,2023-07-10,9,26,17,3.5,2920010100,2,11700
광주광역시 광산구 송정동,라인2,59.87,202307,12,2023-07-12,10,25,17,3.5,2920010100,2,15000
광주광역시 광산구 송정동,라인2,84.99,202307,13,2023-07-13,13,25,17,3.5,2920010100,2,21000
광주광역시 광산구 송정동,마이다스빌,50.51,202307,31,2023-07-31,1,24,17,3.5,2920010100,2,8850
광주광역시 광산구 송정동,모아,59.52,202307,6,2023-07-06,11,26,17,3.5,2920010100,2,10500
광주광역시 광산구 송정동,모아,59.52,202307,13,2023-07-13,5,26,17,3.5,2920010100,2,13700
광주광역시 광산구 송정동,보라맨션,74.25,202307,22,2023-07-22,7,32,17,3.5,2920010100,2,13000
광주광역시 광산구 송정동,송정뜰안애,16.8123,202307,19,2023-07-19,4,9,17,3.5,2920010100,2,5400
광주광역시 광산구 송정동,송정역모아엘가아파트,62.557,202307,28,2023-07-28,12,5,17,3.5,2920010100,2,30000
광주광역시 광산구 송정동,송정역숲안애2차,76.447,202307,29,2023-07-29,10,2,17,3.5,2920010100,2,36300
광주광역시 광산구 송정동,신한화,59.88,202307,12,2023-07-12,7,26,17,3.5,2920010100,2,11300
광주광역시 광산구 송정동,온세계아이조움,84.5844,202307,7,2023-07-07,8,19,17,3.5,2920010100,2,25600
광주광역시 광산구 수완동,광주수완6차대방노블랜드,115.9435,202307,24,2023-07-24,6,10,17,3.5,2920011400,0,83000
광주광역시 광산구 수완동,모아엘가,84.9331,202307,15,2023-07-15,20,14,17,3.5,2920011400,0,67500
광주광역시 광산구 수완동,모아엘가,84.9331,202307,19,2023-07-19,1,14,17,3.5,2920011400,0,62000
광주광역시 광산구 수완동,모아엘가,79.8427,202307,29,2023-07-29,15,14,17,3.5,2920011400,0,59000
광주광역시 광산구 수완동,수완영무예다음2차,84.7296,202307,9,2023-07-09,2,11,17,3.5,2920011400,0,42500
광주광역시 광산구 수완동,우미린2차,84.835,202307,7,2023-07-07,22,15,17,3.5,2920011400,0,50000
광주광역시 광산구 수완동,우미린2차,84.9547,202307,10,2023-07-10,3,15,17,3.5,2920011400,0,44300
광주광역시 광산구 수완동,우미린2차,84.9547,202307,12,2023-07-12,18,15,17,3.5,2920011400,0,50000
광주광역시 광산구 수완동,우미린2차,84.9547,202307,16,2023-07-16,16,15,17,3.5,2920011400,0,50700
광주광역시 광산구 수완동,우미린2차,84.9547,202307,17,2023-07-17,4,15,17,3.5,2920011400,0,44800
광주광역시 광산구 수완동,우미린2차,84.9547,202307,17,2023-07-17,4,15,17,3.5,2920011400,0,44800
광주광역시 광산구 수완동,우미린2차,84.9547,202307,22,2023-07-22,10,15,17,3.5,2920011400,0,50000
광주광역시 광산구 수완동,우미린2차,84.835,202307,22,2023-07-22,21,15,17,3.5,2920011400,0,51000
광주광역시 광산구 수완동,우미린2차,84.9626,202307,29,2023-07-29,2,15,17,3.5,2920011400,0,44800
광주광역시 광산구 수완동,코오롱하늘채,103.71,202307,1,2023-07-01,10,15,17,3.5,2920011400,0,67000
광주광역시 광산구 수완동,코오롱하늘채,123.38,202307,19,2023-07-19,1,15,17,3.5,2920011400,0,93600
광주광역시 광산구 수완동,해솔마을대방노블랜드2차,84.8177,202307,20,2023-07-20,11,12,17,3.5,2920011400,0,59000
광주광역시 광산구 신가동,대방노블랜드,84.9366,202307,6,2023-07-06,17,14,35,3.5,2920011900,0,50000
광주광역시 광산구 신가동,대방노블랜드,84.9366,202307,9,2023-07-09,3,14,35,3.5,2920011900,0,45800
광주광역시 광산구 신가동,대방노블랜드,84.9366,202307,31,2023-07-31,3,14,35,3.5,2920011900,0,49000
광주광역시 광산구 신가동,대방노블랜드,84.9366,202307,31,2023-07-31,20,14,35,3.5,2920011900,0,48500
광주광역시 광산구 신가동,수동리안아파트,59.77,202307,4,2023-07-04,2,21,35,3.5,2920011900,0,16500
광주광역시 광산구 신가동,수완대성베르힐,84.9888,202307,10,2023-07-10,4,10,35,3.5,2920011900,0,47500
광주광역시 광산구 신가동,수완대성베르힐,84.9888,202307,25,2023-07-25,16,10,35,3.5,2920011900,0,52000
광주광역시 광산구 신가동,수완지구호반베르디움1차,84.884,202307,1,2023-07-01,10,11,35,3.5,2920011900,0,65000
광주광역시 광산구 신가동,수완지구호반베르디움1차,84.884,202307,5,2023-07-05,22,11,35,3.5,2920011900,0,67000
광주광역시 광산구 신가동,수완지구호반베르디움1차,84.884,202307,10,2023-07-10,7,11,35,3.5,2920011900,0,65500
광주광역시 광산구 신가동,수완지구호반베르디움1차,84.8832,202307,14,2023-07-14,3,11,35,3.5,2920011900,0,57000
광주광역시 광산구 신가동,수완지구호반베르디움1차,84.8832,202307,15,2023-07-15,10,11,35,3.5,2920011900,0,59800
광주광역시 광산구 신가동,수완지구호반베르디움1차,84.884,202307,16,2023-07-16,4,11,35,3.5,2920011900,0,62000
광주광역시 광산구 신가동,수완지구호반베르디움1차,84.884,202307,19,2023-07-19,9,11,35,3.5,2920011900,0,65700
광주광역시 광산구 신가동,수완지구호반베르디움1차,84.884,202307,28,2023-07-28,13,11,35,3.5,2920011900,0,65500
광주광역시 광산구 신가동,수완지구호반베르디움1차,84.9173,202307,29,2023-07-29,15,11,35,3.5,2920011900,0,60000
광주광역시 광산구 신가동,수완진아리채1차,68.7848,202307,23,2023-07-23,5,11,35,3.5,2920011900,0,42000
광주광역시 광산구 신가동,신창6차호반베르디움,70.9346,202307,11,2023-07-11,6,18,35,3.5,2920011900,0,32000
광주광역시 광산구 신가동,신창7차부영사랑으로,84.9931,202307,4,2023-07-04,6,17,35,3.5,2920011900,0,30000
광주광역시 광산구 신가동,신창7차부영사랑으로,84.9931,202307,7,2023-07-07,12,17,35,3.5,2920011900,0,33500
광주광역시 광산구 신가동,신창7차부영사랑으로,84.9931,202307,19,2023-07-19,14,17,35,3.5,2920011900,0,30500
광주광역시 광산구 신가동,우미이노스빌,59.8276,202307,25,2023-07-25,10,21,35,3.5,2920011900,0,21000
광주광역시 광산구 신가동,중흥2,71.345,202307,7,2023-07-07,14,25,35,3.5,2920011900,0,18500
광주광역시 광산구 신가동,중흥2,84.66,202307,18,2023-07-18,9,25,35,3.5,2920011900,0,25000
광주광역시 광산구 신가동,중흥2,71.345,202307,20,2023-07-20,10,25,35,3.5,2920011900,0,17600
광주광역시 광산구 신가동,중흥S클래스1단지,84.6347,202307,4,2023-07-04,20,14,35,3.5,2920011900,0,53000
광주광역시 광산구 신가동,중흥S클래스1단지,84.6347,202307,11,2023-07-11,6,14,35,3.5,2920011900,0,50000
광주광역시 광산구 신가동,중흥S클래스1단지,84.4012,202307,19,2023-07-19,6,14,35,3.5,2920011900,0,58500
광주광역시 광산구 신가동,중흥S클래스1단지,84.9264,202307,24,2023-07-24,3,14,35,3.5,2920011900,0,45500
광주광역시 광산구 신가동,한양수자인,84.8894,202307,1,2023-07-01,18,14,35,3.5,2920011900,0,43000
광주광역시 광산구 신가동,한양수자인,84.6075,202307,8,2023-07-08,24,14,35,3.5,2920011900,0,48500
광주광역시 광산구 신가동,한양수자인,84.6075,202307,11,2023-07-11,5,14,35,3.5,2920011900,0,46000
광주광역시 광산구 신가동,한양수자인,84.8894,202307,18,2023-07-18,15,14,35,3.5,2920011900,0,47000
광주광역시 광산구 신가동,호반리젠시빌1차,84.0624,202307,23,2023-07-23,2,22,35,3.5,2920011900,0,28000
광주광역시 광산구 신가동,호반리젠시빌2차,84.0624,202307,24,2023-07-24,6,22,35,3.5,2920011900,0,23000
광주광역시 광산구 신창동,광주신창동대광로제비앙아파트,73.9152,202307,9,2023-07-09,15,7,38,3.5,2920011800,0,32400
광주광역시 광산구 신창동,광주신창동대광로제비앙아파트,74.6076,202307,26,2023-07-26,15,7,38,3.5,2920011800,0,33700
광주광역시 광산구 신창동,대라수아파트,59.9227,202307,8,2023-07-08,1,6,38,3.5,2920011800,0,21000
광주광역시 광산구 신창동,신가부영,84.9873,202307,19,2023-07-19,8,22,38,3.5,2920011800,0,27900
광주광역시 광산구 신창동,신가부영,84.9873,202307,20,2023-07-20,17,22,38,3.5,2920011800,0,24500
광주광역시 광산구 신창동,신가부영,84.9873,202307,29,2023-07-29,13,22,38,3.5,2920011800,0,27000
광주광역시 광산구 신창동,신창2차부영,84.7886,202307,9,2023-07-09,12,18,38,3.5,2920011800,0,28100
광주광역시 광산구 신창동,신창2차부영,84.7886,202307,18,2023-07-18,1,18,38,3.5,2920011800,0,27500
광주광역시 광산구 신창동,신창2차부영,84.7886,202307,25,2023-07-25,1,18,38,3.5,2920011800,0,29000
광주광역시 광산구 신창동,신창2차부영,84.7886,202307,26,2023-07-26,8,18,38,3.5,2920011800,0,28000
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,1,2023-07-01,2,17,38,3.5,2920011800,0,18900
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,3,2023-07-03,9,17,38,3.5,2920011800,0,22800
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,5,2023-07-05,9,17,38,3.5,2920011800,0,20000
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,6,2023-07-06,11,17,38,3.5,2920011800,0,21000
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,7,2023-07-07,8,17,38,3.5,2920011800,0,21500
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,10,2023-07-10,6,17,38,3.5,2920011800,0,20900
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,10,2023-07-10,2,17,38,3.5,2920011800,0,22000
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,15,2023-07-15,4,17,38,3.5,2920011800,0,20500
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,15,2023-07-15,12,17,38,3.5,2920011800,0,22600
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,20,2023-07-20,11,17,38,3.5,2920011800,0,21800
광주광역시 광산구 신창동,신창3차부영사랑으로,59.748,202307,23,2023-07-23,5,17,38,3.5,2920011800,0,20200
광주광역시 광산구 신창동,신창3차호반베르디움,69.4646,202307,11,2023-07-11,12,18,38,3.5,2920011800,0,29000
광주광역시 광산구 신창동,신창3차호반베르디움,84.8581,202307,20,2023-07-20,13,18,38,3.5,2920011800,0,34000
광주광역시 광산구 신창동,신창3차호반베르디움,69.4646,202307,29,2023-07-29,13,18,38,3.5,2920011800,0,30500
광주광역시 광산구 신창동,신창5차부영사랑으로,84.9931,202307,20,2023-07-20,5,17,38,3.5,2920011800,0,33500
광주광역시 광산구 신창동,신창5차부영사랑으로,84.9931,202307,25,2023-07-25,10,17,38,3.5,2920011800,0,35000
광주광역시 광산구 신창동,신창5차부영사랑으로,84.9931,202307,26,2023-07-26,8,17,38,3.5,2920011800,0,32500
광주광역시 광산구 신창동,신창5차호반베르디움,84.9429,202307,20,2023-07-20,6,18,38,3.5,2920011800,0,35000
광주광역시 광산구 신창동,신창5차호반베르디움,84.976,202307,22,2023-07-22,5,18,38,3.5,2920011800,0,38700
광주광역시 광산구 신창동,신창동모아미래도,36.45,202307,24,2023-07-24,12,23,38,3.5,2920011800,0,6000
광주광역시 광산구 신창동,신창부영,84.7886,202307,7,2023-07-07,8,18,38,3.5,2920011800,0,24900
광주광역시 광산구 신창동,신창부영,84.7886,202307,15,2023-07-15,2,18,38,3.5,2920011800,0,24200
광주광역시 광산구 신창동,신창부영,84.7886,202307,17,2023-07-17,10,18,38,3.5,2920011800,0,25150
광주광역시 광산구 신창동,신창부영,84.7886,202307,28,2023-07-28,2,18,38,3.5,2920011800,0,24000
광주광역시 광산구 신창동,신창유탑유블레스리버뷰,84.9882,202307,11,2023-07-11,3,3,38,3.5,2920011800,0,40000
광주광역시 광산구 신창동,신창유탑유블레스리버뷰,84.9882,202307,21,2023-07-21,8,3,38,3.5,2920011800,0,44900
